artist_name,track_name,release_date,genre,lyrics
Hamilton Leithauser,A 1000 Times,2016,indie-rock,"I had a dream that you were mine I've had that dream a thousand times A thousand times, a thousand times I've had that dream a thousand times  I left my room on the West Side I walked from noon until the night I changed my crowd, I ditched my tie I watched the sparks fly off the fire I found your old house, I didn't even try They'd closed the shutters, they'd pulled the blinds My eyes were red, the streets were bright Those ancient years were black and white  The 10th of November, the year's almost over If I had your number, I'd call you tomorrow If my eyes were open, I'd be kicking the doors in But all that I have is this old dream I’ve always had  A thousand times, a thousand times I've had that dream a thousand times A thousand times, a thousand times I've had that dream a thousand times You might also like I left my room on the West Side I walked from noon through the night I changed my crowd, I ditched my tie I watched the sparks fly off the fire I found your old house, I didn't even try They'd closed the shutters, they'd pulled the blinds I had a dream that you were mine I've had that dream a thousand times  But I don't answer questions, I just keep on guessing My eyes are still open, the curtains are closing But all that I have is this old dream I always had  A thousand times, a thousand times I've had that dream a thousand times A thousand times, a thousand times I've had that dream a thousand times A thousand times, a thousand times I've had that dream a thousand times A thousand times, a thousand times I've had that dream a thousand times23Embed"
The Last Shadow Puppets,"Sweet Dreams, TN",2016,indie-rock,"I just sort of always feel sick without you, baby I ain't got anything to lick without you, baby Nothing seems to stick without you, baby Ain't I fallen in love? It's just the pits without you, baby It's really just the pits without you, baby It's like everyone's a dick without you, baby Ain't I fallen in love?  And all my pals will tell me is that I'm crazy You bet I'm loopy, alright And I just don't recognise this fool that you have made me Woah, I ain't seen him for a while And as your shrinking figure blows a kiss I catch and smash it on my lips Darling, I can't seem to quit Completely falling to bits I really might be losing it The idea that you've existed all along's ridiculous I don't know what to say  Baby, we ought to fuck Seven years of bad luck out the parlour room mirror Could I have made it any clearer? You might also like It's love like a tongue in a nostril Love like an ache in the jaw You're the first day of spring with a septum piercing Little Miss Sweet Dreams, Tennessee28Embed"
Cavetown,Devil Town,2015,indie-rock,"Life's alright in Devil Town We're right, no one's gonna catch us now Dad has bought a new car now We're fine, no one's gonna catch us now (Okay) (Hey!)  You said something dumb again She's mad, at least that's what they say Mum and Daddy aren't in love That's fine, I'll settle for two birthdays  Devil Town is colder in the summertime I'll lose my mind at least another thousand times Hold my hand tight, we'll make it another night I still get a little scared of something new But I feel a little safer when I'm with you Falling doesn't feel so bad when I know you've fallen this way too  We're all dead in Devil Town That's fine, 'cause nothing's gonna scare us now We're all in our dressing gowns, mine's white and stripey Yours is green and brown You might also like I forgot my name again I think that's something worth remembering Spiders in your favourite shoes Just leave them be 'cause they're more scared of you  Devil Town is colder in the summertime I'll lose my mind at least another thousand times Hold my hand tight, we'll make it another night I still get a little scared of something new But I feel a little safer when I'm with you Falling doesn't feel so bad when I know you've fallen this way too   Devil Town is colder in the summertime I'll lose my mind at least another thousand times Hold my hand tight, we'll make it another night I still get a little scared of something new But I feel a little safer when I'm with you Falling doesn't feel so bad when I know you've fallen this way too58Embed"
Arctic Monkeys,There'd Better Be a Mirrorball,2022,indie-rock,"Don't get emotional, that ain't like you Yesterday's still leaking through the roof That's nothing new I know I promised this is what I wouldn't do Somehow giving it the old romantic fool Seems to better suit the mood  So if you wanna walk me to the car You oughta know I'll have a heavy heart So can we please be absolutely sure That there's a mirrorball?  You're getting cynical and that won't do I'd throw the rose tint back on the exploded view Darling, if I were you And how's that insatiable appetite? For the moment whеn you look them in the eyеs And say, Baby, it's been nice  So do you wanna walk me to the car? I'm sure to have a heavy heart So can we please be absolutely sure That there's a mirrorball for me? Oh, there'd better be a mirrorball for meYou might also like24Embed"
​​alt-J,Every Other Freckle,2014,indie-rock,"I want to share your mouthful I want to do all the things your lungs do so well I'm gonna bed into you like a cat beds into a bean bag (Mm, mm, mm-mm-mm-mm-mm) Turn you inside out and lick you like a crisp packet  Oh, oh, oh, oh-oh-oh-oh Oh, oh, oh, oh, oh-oh Oh-oh, oh, oh, oh  You're the first and last of your kind (Pull me like an animal out of a hole) I want to be every lever you pull And all showers that shower you Gonna paw, paw at you Like a cat paws at my woollen jumper Mm, mm, mm-mm-mm-mm-mm Be your Minpin And Borrower of handsome trivia (Hey!)  Oh-oh-oh-oh-oh Devour me Oh-oh-oh-oh-oh Lou, Lou, let the cover girls sing (Hey!) You might also like Do, do-do-do, do-do-do, do Do-do-do, do-do-do, do-do-do, do, do-do Do-do-do, do-do-do, do-do-do, do, do-do Do-do-do, do-do  All hand claps, you will clap (Let me be the wallpaper that papers up your room) I want to be every button you press And all the baths that surround you Yes, I'm gonna roll around you Like a cat rolls around saw dusted patios (Ooh) I'm gonna kiss you Like the sun browns you (Hey!)  Oh-oh-oh-oh-oh Devour me (Hey!) Oh-oh-oh-oh-oh (Hey! Hey!) Devour me (Hey-hey!) Oh-oh-oh-oh-oh (Hey! Hey! Hey! Hey-hey! Hey!) If you really think that you can stomach me (Hey-hey!)  (Hey! Hey! Hey-hey!) I want every other freckle (Hey!) I want every other freckle I want every other freckle I want every other freckle (Hey-hey!) I want every other freckle (Hey!) I want every other freckle I want every other freckle I want every other freckle, freckle (Hey-hey!)118Embed"
Brand New,Jesus Christ,2006,indie-rock,"Jesus Christ, that's a pretty face The kind you'd find on someone that could save If they don't put me away Well, it’ll be a miracle Do you believe you're missing out? That everything good is happening somewhere else But with nobody in your bed The night's hard to get through  And I will die all alone And when I arrive I won’t know anyone  Well, Jesus Christ, I’m alone again So what did you do those three days you were dead? 'Cause this problem's gonna last More than the weekend Well, Jesus Christ, I’m not scared to die But I’m a little bit scared of what comes after Do I get the gold chariot? Do I float through the ceiling?  Do I divide and pull apart? 'Cause my bright is too slight to hold back all my dark And this ship went down in sight of land And at the gates does Thomas ask to see my hands? You might also like I know you're coming in the night like a thief But I’ve had some time, O Lord, to hone my lying technique I know you think that I’m someone you can trust But I’m scared I’ll get scared and I swear I’ll try to nail you back up So do you think that we could work out a sign? So I’ll know it's you, and that it's over so I won't even try I know you're coming for the people like me But we all got wood and nails We turn, turn out hate in factories Yeah, we all got wood and nails We turn, turn out hate in factories We all got wood and nails And we sleep inside of this machine 64Embed"
The xx,On Hold,2016,indie-rock,"I don't blame you We got carried away I can't hold on To an empty space  Now you've found a new star to orbit It could be love I think you're too soon to call us old When and where did we go cold? I thought I had you on hold  And every time I let you leave I always saw you coming back to me When and where did we go cold? I thought I had you on hold Where does it stop, where does it stop Where do you dare me to (draw the line)? You've got the body, you've got the body Dare me to, dare me to Where does it stop, where does it stop Where do you dare me to (draw the line)? You've got the body, you've got the body You've got the body, you've got the body I thought I had you on hold Where does it stop, where does it stop Where do you dare me to (draw the line)? You've got the body, you've got the body Dare me to, dare me to Where does it stop, where does it stop Where do you dare me to (draw the line)? You've got the body, you've got the body Dare me to, dare me to You might also like My young heart chose to believe We were destined Young hearts All need love Call it a lesson The stars and the charts And the cards make sense Only when we want them to When I lie awake staring in to space I see a different view  Now you've found a new star to orbit It could be love I think you're too soon to call us old When and where did we go cold? I thought I had you on hold  And every time I let you leave I always saw you coming back to me When and where did we go cold? I thought I had you on hold I thought I had you on hold I thought I had you on hold Where does it stop, where does it stop Where do you dare me to (draw the line)? You've got the body, you've got the body Dare me to, dare me to Where does it stop, where does it stop Where do you dare me to (draw the line)? You've got the body, you've got the body You've got the body, you've got the body Where does it stop, where does it stop Where do you dare me to (draw the line)? You've got the body, you've got the body Dare me to, dare me to Where does it stop, where does it stop Where do you dare me to (draw the line)? You've got the body, you've got the body Dare me to, dare me to  And every time I let you leave I always saw you coming back to me When and where did we go cold? I thought I had you on hold I thought I had you on hold I thought I had you on hold26Embed"
Pixies,Hey,1989,indie-rock,"Hey Been tryin' to meet you, mm-hm Hey, must be a devil between us Or whores in my head Whores at the door, whore in my bed But hey Where have you been? If you go, I will surely die  We're chained We're chained We're chained We're chained (Chained) We're chained (Chained) We're chained (Chained) We're chained (Chained) We're chained (Chained) We're chained (Chained) We're chained (Chained) We're chained (Chained) We're chained (Chained) We're chained (Chained) We're chained See Pixies LiveGet tickets as low as $23You might also like  Uh! Said the man to the lady, mm-hm Uh! Said the lady to the man she adored And the whores like a choir Go Uh! all night And Mary, ain't you tired of this? Uh! is the sound That the mother makes when the baby breaks  We're chained We're chained We're chained We're chained (Chained) We're chained (Chained) We're chained (Chained) We're chained (Chained) We're chained (Chained) We're chained (Chained) We're chained (Chained) We're chained (Chained) We're chained (Chained) We're chained (Chained) We're chained (Chained) We're chained (Chained) We're chained37Embed"
Bon Iver,33 “GOD”,2016,indie-rock,"(When we leave this room it's gone)  Is the company stalling? We had what we wanted: your eyes (When we leave this room it's gone) With no word from the former I'd be happy as hell if you stayed for tea (I know so well that this is all there is) This is how we grow now, woman A child ignored These will just be places to me now The foreman is down (When we leave this room it's gone) We're rising the stairs  ​I find God And religion, too...  Staying at the Ace Hotel If the calm would allow Then I would just be floating to you now It would make me pass to let it pass on I'm climbing the dash, that skin You might also like (Here in this room, this narrow room Where life began when we were young last night)  Well we walked up on that bolt in the street After you tied me in in the driveway of the apartment of his bede Sent your sister home in a cab  Said I woulda walked across any thousand lands (No not really if you can't) I didn't need you that night Not gonna need you anytime Was gonna take it as it goes I could go forward in the light Well I better fold my clothes  (I've been looking through your mind) All my goodness (I've been looking through your mind) (I've been looking through your mind) All my goodness to show (Why are you so far from saving me?) (Why are you so far from saving me?)24Embed"
Lovejoy,Perfume,2021,indie-rock,"It's 3:45 (AM) And I just bite my tongue Update me on your life And now you've found the one But I don't like his eyes And I distrust their name And I hate their haircut They look like a prick (A prick) But it's all the same Would be daft of me to cry Your tongue is razor sharp I miss when it would fight mine Left your heart on standby By the way he holds you Bet he serenades you I can't really blame you  And I can still smell her perfume Did it rub off on you? And I can still smell her perfume Did it rub off on you?  You say your ex-boyfriend's a policeman Well, I say you need better standards You say your ex-boyfriend's a policeman I say you need better standards You might also like It seems like all her friends Abruptly fell in love And she was in the dust Darling, life was streaming past So she learnt to lie She learnt how to pretend A drama in the futile A means to an end Why can't you be a dick? Why must you be so nice? It's hard for me to move on When I don't really hate you (I don't really hate you) (I don't really hate you) (I don't really hate you)  And I can still smell her perfume Did it rub off on you? And I can still smell her perfume Did it rub off on you?  It's 3:45 Your taxi's not arrived I don't think that he's coming67Embed"
M83,Wait,2011,indie-rock,Send your dreams Where nobody hides Give your tears To the tide  No time No time  There's no end There is no goodbye Disappear With the night  No time No time No time No time No timeYou might also like49Embed
Tame Impala,Posthumous Forgiveness,2019,indie-rock,"Ever since I was a small boy No one else compared to you, no way I always thought heroes stayed close Whenever troubled times arose I didn't know Ain't always how it goes  Every single word you told me I believed without a question, always To save all of us, you told us both to trust But now I know you only saved yourself  Did you think I'd never know? Never wise up as I grow?   And you could store an ocean in the holes In any of the explanations that you gave And while you still had time, you had a chance But you decided to take all your sorrys to the grave You might also like Did you think I'd never know? Never wise up as I grow? Did you hope I'd never doubt? Never one day work it out?  You were runnin' for cover Doin' like any other Fallin' out with a lover You didn't know that I suffered What a thing to discover If there was time to recover One-on-one with each other Just a boy and a father What I'd give for another Everything that I have Wouldn't need this for long Never speak of the time That you left us alone Me and Steve on our own  I wanna tell you 'bout the time Wanna tell you 'bout my life Wanna play you all my songs Learn the words, sing along (This time) Wanna tell you 'bout the time (I know) I was in Abbey Road Or the time that I had Mick Jagger on the phone I thought of you when we spoke  Wanna tell you 'bout the time Wanna tell you 'bout my life Wanna play you all my songs Hear your voice sing along  (This time) I wanna say, It's all right (I know) You're just a man after all And I know you had demons I got some of my own I think you passed them along  Wanna tell you 'bout the time Wanna tell you 'bout my life Wanna play you all my songs And hear your voice sing along49Embed"
MGMT,When You Die,2017,indie-rock,"(Hey!)  I'm not that nice I'm mean and I'm evil Don't call me nice I'm gonna eat your heart out I've got some work to do Baby, I'm ready, I'm ready, ready, ready to blow my lid off  Yeah!  Go fuck yourself You heard me right Don't call me nice again Don't you have somewhere to be at 7:30? Baby, I'm ready, I'm ready, ready, ready to blow my brains out  You die And words don't do anything It's permanently night And I won't feel anything We'll all be laughing with you when you die Words don't do anything It's permanently night And I won't feel anything We'll all be laughing with you when you die You might also like  Go fuck yourself I'm mean, not nice You said it twice You said it twice Don't you have somewhere to be at 7:30?  I've got some work to do I'm gonna eat your heart out I heard you the first time29Embed"
King Krule,Easy Easy,2013,indie-rock,"Well same old Bobby, same old beat Well yeah they got nothing on me The same old cars, same old streets But yeah they got nothing on me And easy come and easy go Well yeah I'm sure I told you so Well they just want you for your dough Man I'm sure I told you so And while your dead-end job Has been eating away your life You feel little inside The trouble and strife And now you spend your evenings Searching for another life And yeah I think, mate I think you've got them in your sights  Well, easy easy There's no need to take that tone Well easy I'm on the telephone Man just leave us alone  Ow no I should've kept my receipt Cause the sandwich I bought Yeah it's been off for a week And 'low Tesco's stealing my money When positivity seems hard to reach I keep my head down and my mouth shut Cause if you’re going through hell You just keep going You might also like You're easy, so easy You're easy Man just leave us alone I'll be one minute on the phone49Embed"
​​bôa (UK),Duvet,1998,indie-rock,"And you don't seem to understand A shame you seemed an honest man And all the fears you hold so dear Will turn to whisper in your ear And you know what they say might hurt you And you know that it means so much And you don't even feel a thing  I am falling I am fading I have lost it all  And you don't seem the lying kind A shame that I can read your mind And all the things that I read there Candlelit smile that we both share And you know I don't mean to hurt you But you know that it means so much And you don't even feel a thing  I am falling I am fading I am drowning Help me to breathe I am hurting I have lost it all I am losing Help me to breathe You might also like  I am falling I am failing I am drowning Help me to breathe I am hurting I have lost it all I am losing Help me to breathe  Ho-oh, yeah Ho-oh, yeah  I am falling I am failing I am drowning Help me to breathe I am hurting I have lost it all I am losing Help me to breathe41Embed"
The 1975,You,2018,indie-rock,"And you're a liar At least all of your friends are And so am I Just typically drowned in my car It's my party And I'll cry to the end You must try harder Than kissing all of my friends, you  Yeah, it takes a bit more Yeah, it takes a bit more than you It takes a bit more Yeah, it takes a bit more than you  And you're alive At least as far as I can tell you are And so am I You beat me down and then we're back to my car And it's so ironic How it's only been a year And it's not my fault That I fucked everybody here You might also like Yeah, it takes a bit more Yeah, it takes a bit more than you It takes a bit more Yeah, it takes a bit more than you Yeah, it takes a bit more Yeah, it takes a bit more than you It takes a bit more Yeah, it takes a bit more than you  And I say, do you wanna dance? Do you wanna dance? Do you wanna dance in the bar at the back of the hall? And I say, do you wanna dance? Do you wanna dance? Do you wanna dance, dance in the back of the hall?  Yeah, it takes a bit more Yeah, it takes a bit more than you It takes a bit more Yeah, it takes a bit more than you It takes a bit more Yeah, it takes a bit more than you It takes a bit more Yeah, it takes a bit more than you More, more, more (Yeah, it takes a bit more) (Yeah, it takes a bit more) It takes a bit more (Yeah, it takes a bit more) (Yeah, it takes a bit more) It takes a bit more   Straight lines, they unwind you She does a little thing with her eyes that says, We're off soon She says the bleeding's incidental 'cause she's so cool She said, I'm no fun if I've only a bottle of wine  And now she's doing it all the time Yeah, she's doing it all the time  Slow down, yeah, I want you She does a little bit on the sly that shows what she's up to She started talking about missing him, she was glistening It won't mend your heart if it's only a couple of lines  And now she's doing it all the time Yeah, she's doing it all the time Yeah, she's doing it all the time Yeah, she's doing it all the time Yeah, she's doing it all the time60Embed"
Tally Hall,&,2011,indie-rock,"Love of the S*n  Came back again to make it clear that He never said it would meet demand Shame on a martyr claiming friends from Either perspective of &  Weak & Strong & Wet & Dry & Right & Wrong & Live & Die & Sane & Gone & Love & Not & All the &s that we forgot So sing while you hear it, don't deny it Leave if you can't stand the thought of it Come back again to make things stand With no disrespect to the &  High & Low & New & Old & Stop & Go & Hot & Cold & John & Yoko Dark & Light It's almost time to say goodnight to it You might also like They took a lesson from their fathers Told them that they were the same command Wait for their minds to make complete Their lies stuck beside every &  Words & Numbers Sound & Silence Stop the peace & Keep the violence No & Yes & We digress It lives with sad & happiness, Oh God  Big bad Betty of the 'pocalypse She opens her lips & it goes like this When the golden rule & the jungle meet There'll be nothing to love & there'll be no one to beat Oh, the things we know, the things we don't Oh, the things we think we can will & won't We're loath to gather & nothing's left We're all together & we're all bereft Capitalists, communists You did the hokey-pokey & it went like this You hate each other & you love yourselves It might be heaven & it might be hell Oh, the things we do The things we say Oh, the things we wish we could wash away63Embed"
Glass Animals,Life Itself,2016,indie-rock,"Daddy was dumb, said that I'd be something special Brought me up tough but I was a gentle human Said that he loved each of my two million freckles When I grew up, was gonna be a superstar  I can't get a job, so I live with my mum I take her money but not quite enough I sit in the car and I listen to static She said I look fat, but I look fantastic  Cut back down to my knees Gotta get back, gotta get free Cut back down to my knees Lean back now, lean back and breathe Cut back down to my knees Gotta get back, gotta get free Cut back down to my knees Lean back now, lean back and breathe  I'm wakin' up lost in boxes outside Tesco Look like a bum sippin' codeine Coca-Cola Thought that I was northern Camden's own Flash Gordon Sonic ray gun, gonna be a superstar You might also like I can't get a job, so I live with my mum I take her money but not quite enough I make my own fun in Grandmama's basement Said I look mad, she said I look wasted  Cut back down to my knees Gotta get back, gotta get free Cut back down to my knees Lean back now, lean back and breathe Cut back down to my knees Gotta get back, gotta get free Cut back down to my knees Lean back now, lean back and breathe  Cut back down to my knees Gotta get back, gotta get free Cut back down to my knees Lean back now, lean back and breathe Cut back down to my knees Gotta get back, gotta get free Cut back down to my knees Lean back now, lean back and breathe Cut back down to my knees Gotta get back, gotta get free Cut back down to my knees Lean back now, lean back and breathe30Embed"
Phoebe Bridgers,Chinese Satellite,2020,indie-rock,"I've been runnin' around in circles Pretending to be myself Why would somebody do this on purpose When they could do something else? Drowning out the morning birds With the same three songs over and over I wish I wrote it, but I didn't, so I learn the words Hum along 'til the feeling's gone forever  Took a tour to see the stars But they weren't out tonight So I wished hard on a Chinese satellite I want to believe Instead, I look at the sky and I feel nothing You know I hate to be alone I want to be wrong  You were screamin' at the Evangelicals They were screamin' right back from what I remember When you said, I will never be your vegetable Because I think when you're gone, it's forever But you know I'd stand on the corner Embarrassed with a picket sign If it meant I would see you when I die You might also like Sometimes, when I can't sleep It's just a matter of time before I'm hearing things Swore I could feel you through the walls But that's impossible I want to believe (I want to believe) That if I go outside, I'll see a tractor beam Coming to take me to where I'm from I want to go home25Embed"
The Mountain Goats,No Children,2002,indie-rock,I hope that our few remaining friends Give up on trying to save us I hope we come up with a failsafe plot To piss off the dumb few that forgave us I hope the fences we mended Fall down beneath their own weight And I hope we hang on past the last exit I hope it's already too late  And I hope the junkyard a few blocks from here Someday burns down And I hope the rising black smoke carries me far away And I never come back to this town again  In my life I hope I lie And tell everyone you were a good wife And I hope you die I hope we both die  I hope I cut myself shaving tomorrow I hope it bleeds all day long Our friends say it's darkest before the sun rises We're pretty sure they're all wrong I hope it stays dark forever I hope the worst isn't over And I hope you blink before I do And I hope I never get sober See The Mountain Goats LiveGet tickets as low as $44You might also like And I hope when you think of me years down the line You can't find one good thing to say And I'd hope that if I found the strength to walk out You'd stay the hell out of my way  I am drowning There is no sign of land You are coming down with me Hand in unlovable hand And I hope you die I hope we both die22Embed
Vampire Weekend,Unbelievers,2013,indie-rock,"Got a little soul The world is a cold, cold place to be Want a little warmth But who's going to save a little warmth for me? We know the fire awaits unbelievers All of the sinners the same Girl, you and I will die unbelievers Bound to the tracks of the train  If I'm born again I know that the world will disagree Want a little grace But who's gonna say a little grace for me?  We know the fire awaits unbelievers All of the sinners the same Girl, you and I will die unbelievers Bound to the tracks of the train  I'm not excited, but should I be? Is this the fate that half of the world has planned for me? I know I love you, and you love the sea But what holy water contains a little drop, little drop for me? See Vampire Weekend LiveGet tickets as low as $27You might also like See the sun go down It's going on down and the night is deep Want a little light But who's gonna save a little light for me?  We know the fire awaits unbelievers All of the sinners the same Girl, you and I will die unbelievers Bound to the tracks of the train  I'm not excited, but should I be? Is this the fate that half of the world has planned for me? I know I love you, and you love the sea But what holy water contains a little drop, little drop for me?   I'm not excited, but should I be? Is this the fate that half of the world has planned for me? I know I love you, and you love the sea But what holy water contains a little drop, little drop for me?45Embed"
Big Red Machine,Renegade,2021,indie-rock,"I tapped on your window on your darkest night The shape of you was jagged and weak There was nowhere for me to stay, but I stayed anyway And if I would've known How many pieces you had crumbled into I might have let them lay  Are you really gonna talk about timing in times like these? And let all your damage damage me And carry your baggage up my street And make me your future history, it’s time You've come a long way, open the blinds, let me see your face You wouldn't be the first renegade to need somebody  Is it insensitive for me to say Get your shit together so I can love you? Is it really your anxiety that stops you From giving me everything Or do you just not want to?  I tapped on your window on your darkest night The shape of you was jagged and weak There was nowhere for me to stay, but I stayed anyway You fire off missiles ’cause you hate yourself But do you know you're demolishing me? And then you squeeze my hand as I'm about to leave You might also like Are you really gonna talk about timing in times like these? And let all your damage damage me And carry your baggage up my street And make me your future history, it's time You've come a long way, open the blinds, let me see your face You wouldn't be the first renegade to need somebody  Is it insensitive for me to say Get your shit together so I can love you? Is it really your anxiety that stops you From giving me everything Or do you just not want to?  And if I would've known How sharp the pieces were you'd crumbled into I might’ve let them lay  Are you really gonna talk about timing in times like these? And let all your damage damage me And carry your baggage up my street And make me your future history, it’s time You've come a long way, open the blinds, let me see your face You wouldn’t be the first renegade to need somebody To need somebody, to need somebody To need somebody, to need Are you really gonna talk about timing in times like these? And let all your damage damage me And carry your baggage up my street And make me your future history, it's time Is it insensitive for me to say Get your shit together so I can love you? You've come a long way, open the blinds, let me see your face You wouldn't be the first renegade to need somebody Is it really your anxiety that stops you From giving me everything Or do you just not want to?27Embed"
Rainbow Kitten Surprise,Devil Like Me,2013,indie-rock,"My heart and soul were never mine to own What you care to die for, what you care to die for? We die alone, we'll all die young What you care to die for, what you care to die from? Snow, snow glistens on the ledge, whiskey on the bed Shake it out and light a cigarette Miss me when you, you wish you weren't right  Shake me all out if I'm wrong For you, for you Shake it all out when I'm gone I, for you  Is the devil so bad if he cries in his sleep while the earth turns? And his kids learn to say, Fuck you, they don't love you Does the devil get scared if she dies in her dreams while the earth burns? She cries 'cause she's nothin' like you, is she like you?  What you want from a devil like me, devil like me? You see, the devil don't mean to be evil He just regrettably forgets to exceed expectation Holes riddled in your head, little bit of lead Shake it out and line a silhouette Miss me when you, you wish weren't kind of glad You might also like Shake me all out when you're done For you, for you Shake it all out when I'm gone I, you  Is the devil so bad if he cries in his sleep while the earth turns? And his kids learn to say, Fuck you, they don't love you Does the devil get scared if she dies in her dreams while the earth burns? She cries 'cause she's nothin' like you, is she like you?  What do you want from a devil like me? Am I like you?12Embed"
Bon Iver,For Emma,2007,indie-rock,"So apropos Saw death on a sunny snow  For every life Forgo the parable Seek the light My knees are cold  Running home, running home Running home, running home  Go find another lover To bring a To string along  With all your lies You're still very lovable I toured the light So many foreign roads  For Emma, forever agoYou might also like38Embed"
Arctic Monkeys,I Bet You Look Good on the Dancefloor,2005,indie-rock,"Stop makin' the eyes at me I'll stop makin' the eyes at you What it is that surprises me Is that I don't really want you to  And your shoulders are frozen (Cold as the night) Oh, but you're an explosion (You're dynamite) Your name isn't Rio, but I don't care for sand And lighting the fuse might result in a bang, b-b-bang-oh  I bet that you look good on the dancefloor I don't know if you're lookin' for romance or I don't know what you're lookin' for I said, I bet that you look good on the dancefloor Dancin' to electro-pop like a robot from 1984 Well, from 1984  I wish you'd stop ignorin' me Because it's sending me to despair Without a sound, yeah, you're calling me And I don't think it's very fair You might also like That your shoulders are frozen (Cold as the night) Oh, but you're an explosion (You're dynamite) Your name isn't Rio, but I don't care for sand And lighting the fuse might result in a bang, b-b-bang-oh  I bet that you look good on the dancefloor I don't know if you're lookin' for romance or I don't know what you're lookin' for I said, I bet that you look good on the dancefloor Dancin' to electro-pop like a robot from 1984 Well, from 1984  And no, there in't no love, no Montagues or Capulets Just banging tunes and DJ sets and Dirty dancefloors and dreams of naughtiness  Well, I bet that you look good on the dancefloor I don't know if you're lookin' for romance or I don't know what you're lookin' for I said, I bet that you look good on the dancefloor Dancin' to electro-pop like a robot from 1984 Said, from 198483Embed"
Cigarettes After Sex,Sunsetz,2017,indie-rock,"Sunsets We wander through a foreign town Strangely, there's nobody else around So you open your dress and show me your tits On the swing set at the old playground  And when you go away, I still see you With sunlight on your face in my rear-view  Sunsets I wanna hear your voice A love that nobody could destroy Took photographs like Brautigan's book covers That we both adored  And when you go away, I still see you With sunlight on your face in my rear view This always happens to me this way Recurring visions of such sweet days And when you go away, I still see you With sunlight on your face in my rear view When you go away, I still see you With sunlight on your face in my rear viewSee Cigarettes After Sex LiveGet tickets as low as $42You might also like18Embed"
AWOLNATION,Sail,2010,indie-rock,"Sail  This is how I show my love I made it in my mind because I blame it on my ADD, baby This is how an angel dies I blame it on my own sick pride Blame it on my ADD, baby  Sail Sail Sail Sail Sail  Maybe I should cry for help Maybe I should kill myself Blame it on my ADD, baby Maybe I'm a different breed Maybe I'm not listening So blame it on my ADD, baby You might also like Sail Sail Sail Sail Sail  La-la-la-la-la, la-la-la-la-la, oh La-la-la-la-la, la-la-la-la-la, oh  Sail Sail Sail Sail Sail  (Sail with me into the dark) Sail (Sail with me into the dark) Sail (Sail with me into the dark) Sail (Sail with me, sail with me) Sail174Embed"
Arctic Monkeys,Do Me a Favour,2007,indie-rock,"Well, the mourning was complete When there was tears on the steering wheel dripping on the seat Several hours or several weeks I'd have the cheek to say they're equally as bleak  It's the beginning of the end The car went up the hill and disappeared around the bend Ask anyone, they'll tell you that it's these times that it tends To start to break in half, to start to fall apart, hold on to your heart  And do me a favour and break my nose Or do me a favour and tell me to go away Or do me a favour and stop asking questions  As she walked away, well, her shoes were untied And the eyes were all red, you could see that we'd cried And I watched and I waited till she was inside Forcing a smile and waving goodbye Curiosity becomes a heavy load Too heavy to hold, too heavy to hold Curiosity becomes a heavy load Too heavy to hold, will force you to be cold You might also like Do me a favour and ask if you need some help She said, Do me a favour and stop flattering yourself And to tear apart the ties that bind Perhaps fuck off might be too kind Perhaps fuck off might be too kind62Embed"
Beach Bunny,Prom Queen,2018,indie-rock,"Shut up, count your calories I never look good in mom jeans Wish I was like you Blue-eyed blondie, perfect body  Maybe I should try harder You should lower your expectations I'm no Quick-Curl Barbie I was never cut out for Prom Queen  If I get more pretty, do you think he will like me?  Dissect my insecurities I'm a defect surgical project It's getting hard to breathe There's plastic wrap in my cheeks  Maybe I should try harder You should lower your beauty standards I'm no Quick-Curl Barbie I was never cut out for Prom Queen You might also like If I'm pretty, will you like me? They say beauty makes boys happy I've been starving myself, carving Skin until my bones are showing  Teach me how to be okay I don't want to downplay my emotions They say beauty is pain You'll only be happy If you look a certain way I wanna be okay I wanna be okay32Embed"
Neutral Milk Hotel,"Holland, 1945",1998,indie-rock,"Two, one, two, three, four  The only girl I've ever loved Was born with roses in her eyes But then they buried her alive One evening, 1945 With just her sister at her side And only weeks before the guns All came and rained on everyone Now she's a little boy in Spain Playing pianos filled with flames On empty rings around the sun All sing to say my dream has come  But now we must pack up every piece Of the life we used to love Just to keep ourselves At least enough to carry on  And now we ride the circus wheel With your dark brother wrapped in white Says it was good to be alive But now he rides a comet's flame And won't be coming back again The Earth looks better from a star That's right above from where you are He didn't mean to make you cry With sparks that ring and bullets fly On empty rings around your heart The world just screams and falls apart You might also like But now we must pack up every piece Of the life we used to love Just to keep ourselves At least enough to carry on  And here's where your mother sleeps And here is the room where your brothers were born Indentions in the sheets Where their bodies once moved but don't move anymore And it's so sad to see the world agree That they'd rather see their faces filled with flies All when I'd want to keep white roses in their eyes47Embed"
Radiohead,Reckoner,2007,indie-rock,Reckoner You can't take it with you Dancing for your pleasure  You are not to blame for Bittersweet distractor Dare not speak its name Dedicated to all hu– All human beings  Because we separate like ripples on a blank shore (In rainbows) Because we separate like ripples on a blank shore (In rainbows)  Reckoner Take me with you Dedicated to all hu– All human beingsYou might also like40Embed
